time,value
0.08228571428571428,50.16233766233766
0.10971428571428572,52.1103896103896
0.13714285714285715,52.75974025974026
0.192,53.40909090909091
0.21942857142857145,54.05844155844156
0.24685714285714283,55.032467532467535
0.3017142857142857,55.68181818181818
0.3291428571428571,56.33116883116883
0.35657142857142854,56.980519480519476
0.4114285714285715,57.62987012987013
0.4388571428571429,58.27922077922077
0.49371428571428566,58.92857142857143
0.5211428571428571,59.577922077922075
0.5485714285714286,60.22727272727273
0.6034285714285714,60.55194805194806
0.6308571428571429,61.201298701298704
0.6857142857142857,61.850649350649356
0.7405714285714285,62.175324675324674
0.7954285714285714,62.824675324675326
0.8502857142857143,63.47402597402597
0.9051428571428571,64.12337662337663
0.96,64.77272727272727
0.9874285714285713,65.42207792207793
1.0422857142857143,66.07142857142857
1.0971428571428572,66.72077922077922
1.1245714285714286,67.6948051948052
1.1794285714285713,68.34415584415584
1.2068571428571429,68.9935064935065
1.2617142857142858,69.64285714285714
1.2891428571428571,70.29220779220779
1.344,71.26623376623377
1.398857142857143,71.5909090909091
1.4537142857142857,72.56493506493507
1.5085714285714287,73.21428571428571
1.5634285714285714,73.86363636363636
1.6182857142857143,74.51298701298701
1.673142857142857,75.16233766233766
1.7005714285714286,75.81168831168831
1.7554285714285716,76.78571428571429
1.8102857142857143,77.43506493506493
1.865142857142857,78.0844155844156
1.92,78.73376623376623
1.9474285714285715,79.38311688311688
2.0022857142857147,80.03246753246754
2.029714285714286,80.68181818181817
2.0845714285714285,81.0064935064935
2.1394285714285717,81.65584415584416
2.166857142857143,82.3051948051948
2.2217142857142855,82.62987012987013
2.2765714285714287,83.27922077922078
2.3314285714285714,83.92857142857143
2.386285714285714,84.57792207792207
2.4411428571428573,85.22727272727273
2.496,85.87662337662337
2.5234285714285716,86.2012987012987
2.5782857142857143,86.85064935064936
2.605714285714286,87.17532467532467
2.633142857142857,87.5
2.688,87.82467532467533
2.7154285714285713,88.14935064935064
2.770285714285714,88.47402597402598
2.797714285714286,88.7987012987013
2.8525714285714283,89.12337662337663
2.9074285714285715,89.77272727272727
2.962285714285714,90.09740259740259
3.0171428571428573,90.42207792207793
3.0994285714285716,90.74675324675324
3.154285714285714,91.07142857142857
3.209142857142857,91.07142857142857
3.2640000000000002,91.3961038961039
3.318857142857143,91.72077922077922
3.3737142857142857,91.72077922077922
3.4285714285714284,91.72077922077922
3.483428571428571,92.04545454545455
3.510857142857143,92.04545454545455
3.565714285714286,92.04545454545455
3.6205714285714286,92.04545454545455
3.6754285714285713,92.04545454545455
3.730285714285714,92.04545454545455
3.7851428571428576,92.04545454545455
3.84,92.04545454545455
3.8674285714285714,91.72077922077922
3.922285714285714,91.3961038961039
4.004571428571429,91.07142857142857
4.059428571428572,90.42207792207793
4.1417142857142855,90.09740259740259
4.196571428571429,89.44805194805194
4.251428571428571,88.7987012987013
4.306285714285714,88.14935064935064
4.333714285714286,87.5
4.388571428571429,86.85064935064936
4.443428571428571,86.2012987012987
4.498285714285714,85.55194805194806
4.553142857142857,84.57792207792207
4.6080000000000005,83.92857142857143
4.662857142857143,83.27922077922078
4.717714285714285,82.62987012987013
4.772571428571428,81.65584415584416
4.854857142857143,80.68181818181817
4.909714285714285,79.70779220779221
4.964571428571428,78.73376623376623
5.019428571428572,77.43506493506493
5.074285714285715,76.78571428571429
5.129142857142857,75.81168831168831
5.184,74.83766233766234
5.238857142857142,73.86363636363636
5.266285714285714,73.21428571428571
5.293714285714286,72.24025974025975
5.348571428571429,71.5909090909091
5.376,70.61688311688312
5.403428571428572,69.64285714285714
5.430857142857143,68.66883116883116
5.458285714285714,68.01948051948052
5.485714285714286,67.04545454545455
5.540571428571428,66.07142857142857
5.5680000000000005,65.42207792207793
5.595428571428572,64.44805194805194
5.622857142857143,63.47402597402597
5.650285714285714,62.5
5.705142857142857,61.850649350649356
5.732571428571428,60.87662337662337
5.76,59.9025974025974
5.787428571428571,58.92857142857143
5.814857142857143,57.95454545454546
5.8422857142857145,56.980519480519476
5.869714285714286,56.006493506493506
5.897142857142857,55.35714285714286
5.952,54.38311688311688
5.9794285714285715,53.40909090909091
6.006857142857143,52.75974025974026
6.034285714285715,51.78571428571429
6.061714285714285,51.13636363636363
6.089142857142857,50.16233766233766
6.116571428571428,49.188311688311686
6.144,48.538961038961034
6.171428571428571,47.564935064935064
6.198857142857143,46.91558441558442
6.226285714285715,46.26623376623377
6.253714285714286,45.616883116883116
6.281142857142857,44.642857142857146
6.308571428571428,43.993506493506494
6.336,43.01948051948052
6.363428571428571,42.37012987012987
6.3908571428571435,40.74675324675325
6.418285714285714,40.0974025974026
6.473142857142857,39.44805194805195
6.500571428571428,38.798701298701296
6.5280000000000005,38.14935064935065
6.555428571428571,37.5
6.582857142857144,36.52597402597403
6.610285714285714,35.87662337662338
6.637714285714286,35.22727272727273
6.665142857142857,34.57792207792208
6.692571428571428,33.92857142857143
6.720000000000001,33.27922077922078
6.747428571428571,32.62987012987013
6.774857142857144,31.980519480519483
6.8022857142857145,31.33116883116883
6.829714285714286,30.681818181818183
6.857142857142857,30.032467532467532
6.884571428571428,29.383116883116884
6.911999999999999,28.733766233766232
6.9394285714285715,28.084415584415584
6.966857142857142,27.435064935064936
6.994285714285715,26.785714285714285
7.021714285714286,26.136363636363637
7.049142857142857,25.487012987012985
7.0765714285714285,24.83766233766234
7.103999999999999,24.18831168831169
7.131428571428572,23.53896103896104
7.186285714285715,23.214285714285715
7.2137142857142855,22.564935064935064
7.241142857142857,21.915584415584416
7.268571428571429,21.59090909090909
7.295999999999999,20.941558441558442
